"Director.Name","Birthday","Age","Birthplace","Movie.Title","title","credits","grade","fir_year","year","tomatometer","audience_score","box_office","content_metadataGenres","criticsScore_likedCount","criticsScore_notLikedCount","criticsScore_ratingCount","overlay_criticsTop_likedCount","overlay_criticsTop_notLikedCount","overlay_criticsTop_ratingCount","overlay_mediaType","Action","Mystery_._Thriller","Kids_._Family","Adventure","Drama","Documentary","Biography","Sci.Fi","Fantasy","Comedy","Animation","Romance","Crime","Reality","Talk_Show","Sports","Health_._Wellness","News","Music","Entertainment","Travel","War","History","Western","Holiday","Other","LGBTQ.","Horror","Musical","Special_Interest","Variety","Sports_._Fitness","Anime"
"Jim Drake","Dec 2, 1944","79","USA","Police Academy 4: Citizens on Patrol","Newhart","Director","TV-PG",1984,"1984-1984","No Score Yet","No Score Yet","Box office not found","Comedy",0,0,0,0,0,0,"TvSeries",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Jim Drake","Dec 2, 1944","79","USA","Police Academy 4: Citizens on Patrol","Gimme a Break","Director","TV-G",1982,"1982-1983","No Score Yet","No Score Yet","Box office not found","Comedy",0,0,0,0,0,0,"TvSeries",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Jim Drake","Dec 2, 1944","79","USA","Police Academy 4: Citizens on Patrol","The Facts of Life","Director","TV-G",1979,"1979-1979","No Score Yet","No Score Yet","Box office not found","Comedy",0,0,0,0,0,0,"TvSeries",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Jim Drake","Dec 2, 1944","79","USA","Police Academy 4: Citizens on Patrol","Alice","Director","TV-PG",1976,"1976-1976","No Score Yet","No Score Yet","Box office not found","Comedy",0,0,0,0,0,0,"TvSeries",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Love, Weddings & Other Disasters","Eddie Stone (Character),Director,Screenwriter,Producer,Original Music","PG-13",2020,"2020","3","25",NA,"Romance, Comedy",1,28,29,0,8,8,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Grown Ups 2","Director","PG-13",2013,"2013","8","53","133668525","Comedy",9,105,114,2,34,36,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","That's My Boy","Executive Producer","R",2012,"2012","21","51","36931089","Comedy",23,88,111,6,30,36,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Jack and Jill","Director","PG",2011,"2011","3","36","74158157","Comedy",3,113,116,0,33,33,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Just Go With It","Director","PG-13",2011,"2011","19","59","103028109","Romance, Comedy",26,111,137,9,32,41,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Grown Ups","Director","PG-13",2010,"2010","10","62","162001186","Comedy",17,152,169,2,46,48,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","You Don't Mess With the Zohan","Director","PG-13",2008,"2008","38","45","100018837","Comedy",71,118,189,26,32,58,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","I Now Pronounce You Chuck and Larry","Director","PG-13",2007,"2007","15","69","119684970","Comedy, LGBTQ+",24,141,165,5,46,51,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Benchwarmers","Director","PG-13",2006,"2006","13","64","57651794","Comedy",9,60,69,3,16,19,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Karroll's Christmas","Director",NA,2004,"2004","No Score Yet","52",NA,"Holiday, Comedy, Fantasy",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","National Security","Director","PG-13",2003,"2003","11","45","35764982","Comedy, Action",10,80,90,6,26,32,"Movie",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Saving Silverman","Director","PG-13",2001,"2001","18","51","19351569","Comedy",19,84,103,3,32,35,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Big Daddy","Director","PG-13",1999,"1999","39","74","163479795","Comedy",37,57,94,11,19,30,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Beverly Hills Ninja","Director","PG-13",1997,"1997","13","53","31235710","Comedy",4,26,30,3,5,8,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Happy Gilmore","Doug Thompson (Character),Director","PG-13",1996,"1996","62","85","38824099","Comedy",34,21,55,7,7,14,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Columbo: Butterfly in Shades of Grey","Director","TV-PG",1994,"1994","No Score Yet","52",NA,"Mystery & Thriller",0,0,0,0,0,0,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Shaggy Dog","Director",NA,1994,"1994","No Score Yet","No Score Yet",NA,"Comedy",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Brain Donors","Director","PG",1992,"1992","50","85","504057","Comedy",5,5,10,0,2,2,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Problem Child","Director","PG",1990,"1990","0%","42","53470891","Comedy",0,30,30,0,9,9,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Parenthood","David Brodsky (Character)","PG-13",1989,"1989","92","76","99573575","Comedy, Drama",55,5,60,16,1,17,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The New Adventures of Pippi Longstocking","Mr. Settigren (Character)","G",1988,"1988","17","68","2314019","Kids & Family, Fantasy",1,5,6,0,0,0,"Movie",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Suitors","Policeman (Character)",NA,1988,"1988","No Score Yet","No Score Yet",NA,"Comedy, Drama",0,1,1,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Can't Buy Me Love","David Miller (Character)","PG-13",1987,"1987","50","74","31563859","Comedy",12,12,24,1,3,4,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Water","Rob Waring (Character)","PG-13",1985,"1985","0%","70",NA,"Comedy, Adventure",0,6,6,0,6,6,"Movie",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Shadow Chasers","Edgar ""Benny"" Benedek (Character)",NA,1985,"1985","No Score Yet","No Score Yet",NA,"Adventure",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Toughest Man in the World","Dick (Character)",NA,1984,"1984","No Score Yet","33",NA,"Drama",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Howling","Chris (Character)","R",1981,"1981","74","60",NA,"Horror",32,11,43,1,1,2,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","A Spaceman in King Arthur's Court","Tom Trimble (Character)","G",1979,"1979","No Score Yet","31",NA,"Kids & Family, Comedy",3,1,4,0,0,0,"Movie",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Last of the Good Guys","Officer Johnny Lucas (Character)",NA,1978,"1978","No Score Yet","No Score Yet",NA,"Comedy, Drama",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Broken Badge","Officer Brett Loebner (Character)",NA,1978,"1978","No Score Yet","No Score Yet",NA,"Drama",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Diary of Richie Brockelman","Richie Brockleman (Character)",NA,1978,"1978","No Score Yet","No Score Yet",NA,"Mystery & Thriller",0,0,0,0,0,0,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Harry and Walter Go to New York","Lewis (Character)","PG",1976,"1976","50","32",NA,"Comedy",6,6,12,0,2,2,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Norman... Is That You?","Garson Hobart (Character)","PG",1976,"1976","40","70",NA,"Comedy, Drama, LGBTQ+",2,3,5,0,1,1,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Richie Brockelman: The Missing 24 Hours","Richard ""Richie"" Brockelman (Character)",NA,1976,"1976","No Score Yet","No Score Yet",NA,"Mystery & Thriller",0,0,0,0,0,0,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Day of the Locust","Apprentice (Character)","R",1975,"1975","63","75",NA,"Drama",22,13,35,11,4,15,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Night Moves","Boy (Character)","R",1975,"1975","83","71",NA,"Mystery & Thriller",20,4,24,6,0,6,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Smile","Logan (Character)","PG",1975,"1975","100","70",NA,"Comedy",19,0,19,2,0,2,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Death Race","Pvt. Becker (Character)",NA,1973,"1973","No Score Yet","No Score Yet",NA,"War",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","The Mullets","Director","TV-PG",2004,"2004-2004","27","No Score Yet","Box office not found","Comedy",4,11,15,3,5,8,"TvSeries",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","NYPD Blue","Director","TV-14",1993,"1993-1994,1997,2003","83","95","Box office not found","Crime, Drama",58,9,67,0,0,0,"TvSeries",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Shasta","Director","TV-14",1999,"1999-2000","No Score Yet","No Score Yet","Box office not found","Comedy, Music, Drama",0,0,0,0,0,0,"TvSeries",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Love Boat: The Next Wave","Director","TV-PG",1998,"1998-1998","14","No Score Yet","Box office not found","Drama, Romance",1,6,7,0,0,0,"TvSeries",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Burke's Law","Director","TV-G",1994,"1994-1994","43","No Score Yet","Box office not found","Drama, Mystery & Thriller",3,4,7,0,0,0,"TvSeries",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Columbo","Sergeant Theodore `Mac' Albinsky (Guest Star),Director","TV-G",1976,"1976,1994-1976,1994","No Score Yet","81","Box office not found","Crime, Drama, Mystery & Thriller",0,0,0,0,0,0,"TvSeries",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Hunter","Director","TV-PG",1987,"1987-1987","No Score Yet","No Score Yet","Box office not found","Crime, Drama, Action, Mystery & Thriller",0,0,0,0,0,0,"TvSeries",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dennis Dugan","Sep 5, 1946","78","Wheaton, Illinois, USA","Problem Child","Empire","Ben Christian (Character)",NA,1984,"1984-1984","No Score Yet","No Score Yet","Box office not found","Comedy",0,0,0,0,0,0,"TvSeries",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
